School_ID,Short_Name,Grade_Cat,Lat,Long
400119,LEGAL PREP HS,HS,41.88173276,-87.73377838
400123,YCCS - SCHOLASTIC ACHIEVEMENT,HS,41.88044719,-87.7425389
400124,YCCS - MCKINLEY,HS,41.84133117,-87.62533077
400128,YCCS - CCA ACADEMY,HS,41.86494335,-87.72366217
400133,YCCS - INNOVATIONS,HS,41.88304717,-87.62773415
400143,YCCS - WEST TOWN,HS,41.89080312,-87.7020528
400144,YCCS - WEST,HS,41.90224003,-87.74881029
400151,LEARN - 7,ES,41.88731749,-87.70141739
400163,KIPP - BLOOM,ES,41.79355627,-87.63996733
400165,LEARN - MIDDLE,ES,41.88731991,-87.70272394
400170,NOBLE - ACADEMY HS,HS,41.9068788,-87.64557694
400176,EXCEL SOUTHWEST HS,HS,41.76498803,-87.69095744
609745,SOUTHSIDE HS,HS,41.75985243,-87.67594677
609750,SIMPSON HS,HS,41.86436548,-87.66872223
609769,GRAHAM HS,HS,41.84967542,-87.62531482
609783,JEFFERSON HS,HS,41.86783229,-87.68041755
610308,RUDOLPH,ES,41.88390676,-87.66809131
610565,EXCEL ENGLEWOOD HS,HS,41.76389597,-87.64912435
610570,OMBUDSMAN - SOUTH HS,HS,41.78302658,-87.68363453
610571,OMBUDSMAN - WEST HS,HS,41.866426,-87.706137
400178,MOVING EVEREST,ES,41.88826258,-87.75542435
610597,VIRTUAL ACADEMY HS,HS,41.86345176,-87.65994571
610596,VIRTUAL ACADEMY ES,ES,41.86345443,-87.65950649
400182,CATALYST - MARIA HS,HS,41.77024943,-87.69307099
400086,URBAN PREP - ENGLEWOOD HS,HS,41.78149782,-87.63435669
400035,CHICAGO MATH & SCIENCE HS,HS,42.01303149,-87.67481842
400060,AHS - PASSAGES,ES,41.98337144,-87.67116042
400121,ACERO - DE LA CRUZ,ES,42.01647588,-87.68440568
400141,YCCS - TRUMAN,HS,41.96529482,-87.65923929
610163,STOCK,ES,42.01689164,-87.81419465
610569,OMBUDSMAN - NORTHWEST HS,HS,42.01717124,-87.80668177
610601,SAFE ACHIEVE WEST HS,HS,41.8843,-87.73925
